number-n 不少 数量 0.134 syn
look-v 寻找 回顾 -0.03 syn
look-v 寻找 查看 0.282 syn
look-v 寻找 看 0.166 syn
look-v 寻找 看 0.166 syn
look-v 寻找 看 0.166 syn
look-v 寻找 来看 0.177 syn
look-v 寻找 看 0.166 syn
look-v 寻找 看 0.166 syn
look-v 来看 看 0.588 syn
look-v 来看 看 0.588 syn
look-v 来看 看 0.588 syn
look-v 来看 回顾 0.172 syn
look-v 来看 看 0.588 syn
look-v 来看 看 0.588 syn
look-v 来看 看 0.588 syn
look-v 来看 看 0.588 syn
look-v 查看 看 0.33 syn
look-v 查看 看 0.33 syn
look-v 查看 看 0.33 syn
look-v 查看 回顾 0.131 syn
look-v 查看 看 0.33 syn
look-v 查看 看 0.33 syn
look-v 查看 看 0.33 syn
look-v 查看 看 0.33 syn
look-v 查看 看 0.33 syn
look-v 查看 看 0.33 syn
look-v 查看 看 0.33 syn
look-v 看 看 1.0 poly
look-v 看 回顾 0.199 syn
look-v 看 地震局 0.103 syn
look-v 看 地震局 0.103 syn
look-v 看 回顾 0.199 syn
look-v 看 看 1.0 poly
look-v 看 看 1.0 poly
look-v 看 看 1.0 poly
look-v 看 看 1.0 poly
look-v 看 看 1.0 poly
look-v 看 回顾 0.199 syn
look-v 看 回顾 0.199 syn
look-v 看 地震局 0.103 syn
look-v 看 地震局 0.103 syn
look-v 看 回顾 0.199 syn
build-v 制造 建造 0.356 syn
health-n 卫生 医疗 0.572 syn
health-n 医疗 健康 0.507 syn
health-n 医疗 健康 0.507 syn
family-n 家人 家庭 0.524 syn
family-n 家人 家庭 0.524 syn
family-n 家人 家庭 0.524 syn
family-n 家人 家庭 0.524 syn
family-n 家人 家庭 0.524 syn
care-v 不管 管 0.373 syn
care-v 管 在乎 0.354 syn
care-v 在乎 关心 0.235 syn
care-v 关心 照顾 0.36 syn
care-n 护理 照顾 0.631 syn
care-n 护理 照管 0.448 syn
care-n 护理 照管 0.448 syn
care-n 照料 照管 0.778 poly
manage-v 掌控 管理 0.052 syn
move-v 动 移动 0.172 syn
move-v 动 移动 0.172 syn
move-v 动 移动 0.172 syn
program-n 计划 计划 1.0 poly
program-n 计划 计划 1.0 poly
program-n 计划 计划 1.0 poly
program-n 计划 项目 0.359 syn
program-n 计划 项目 0.359 syn
support-v 养家 支援 0.083 syn
support-v 支持 支撑 0.144 syn
base-v 基于 根据 0.272 syn
buy-v 购买 买 0.316 syn
decide-v 认定 决定 0.223 syn
ensure-v 保障 切实 0.386 syn
destroy-v 破 破坏 0.094 syn
destroy-v 破路 破坏 -0.05 syn
